# 5.28.4.0/24 was AS12303
5.28.5.0/24 AS62214 # was AS12303
# 5.28.6.0/23 was AS12303
5.38.99.0/24 AS5384 # was AS8966
5.39.192.0/22 AS6079 # was AS7029
5.42.211.0/24 AS214833 # was AS43278
5.44.40.0/23 AS49505 # was AS48763
5.45.0.0/21 AS8899 # was AS42652
5.56.25.0/24 AS53850 # was AS207019
5.57.38.0/24 AS204650 # was AS198154
5.59.102.0/23 AS210436 # was AS204666
# 5.60.16.0/20 was AS16509
# 5.60.48.0/20 was AS16509
5.60.64.0/19 AS14618 # was AS16509
5.61.92.0/24 AS31389 # was unassigned
5.62.33.0/24 AS137409 # was AS36351
5.83.131.0/24 AS203516 # was AS47585
5.83.135.0/24 AS203516 # was AS197071
5.83.136.0/24 AS210881 # was AS12586
5.83.137.0/24 AS215039 # was AS12586
5.83.143.0/24 AS200912 # was AS12586
5.83.149.0/24 AS12586 # was AS44103
5.83.151.0/24 AS216416 # was AS57043
5.83.153.0/24 AS49581 # was AS16276
5.83.212.0/24 AS214025 # was AS174
# 5.83.216.0/24 was AS834
# 5.83.220.0/24 was AS203057
5.83.223.0/24 AS198087 # was AS58061
5.100.128.0/20 AS8899 # was AS42652
5.102.37.0/24 AS834 # was AS39130
5.102.39.0/24 AS834 # was AS16276
5.102.100.0/22 AS834 # was AS203057
# 5.133.80.0/22 was AS61081
5.133.101.0/24 AS16276 # was AS209737
5.133.172.0/22 AS6461 # was AS43207
5.144.154.0/24 AS834 # was AS214143
5.150.63.0/24 AS211775 # was AS60187
5.154.182.0/24 AS197385 # was unassigned
5.159.64.0/21 AS201035 # was AS59507
5.159.194.0/24 AS214310 # was unassigned
5.159.239.0/24 AS50144 # was unassigned
5.175.132.0/24 AS200677 # was AS12586
5.175.143.0/24 AS209155 # was AS12586
5.175.158.0/24 AS201749 # was AS209193
5.175.160.0/24 AS30823 # was AS12586
5.175.161.0/24 AS12586 # was AS211066
5.175.162.0/24 AS12586 # was AS209874
5.175.164.0/24 AS16276 # was AS12586
5.175.165.0/24 AS62904 # was AS12586
5.175.166.0/24 AS213250 # was AS12586
5.175.167.0/24 AS146943 # was AS132005
5.175.169.0/24 AS12586 # was AS20326
5.175.171.0/24 AS201039 # was AS12586
5.175.179.0/24 AS12586 # was AS20326
5.175.188.0/24 AS213495 # was AS12586
5.175.190.0/24 AS20473 # was AS12586
5.175.194.0/24 AS198767 # was AS57043
5.175.206.0/24 AS203516 # was AS197071
5.175.210.0/24 AS12586 # was AS209216
5.175.214.0/24 AS201790 # was AS214243
5.175.216.0/24 AS216416 # was AS204464
5.175.217.0/24 AS12586 # was AS213449
5.175.218.0/23 AS12586 # was AS19318
5.175.223.0/24 AS199746 # was AS204464
5.175.225.0/24 AS214915 # was AS209874
5.175.236.0/24 AS199133 # was AS200993
5.175.237.0/24 AS209242 # was AS207695
5.175.246.0/24 AS198997 # was AS213493
5.175.248.0/24 AS215607 # was AS213493
5.178.107.0/24 AS20473 # was AS216155
# 5.179.96.0/20 was AS14618
5.180.33.0/24 AS213323 # was AS834
5.180.34.0/24 AS198831 # was AS215026
5.180.48.0/24 AS200131 # was AS211484
5.180.99.0/24 AS213220 # was AS55933
5.180.104.0/24 AS200344 # was AS209737
5.180.105.0/24 AS209737 # was AS48678
5.180.106.0/23 AS209737 # was AS48678
5.180.136.0/23 AS50113 # was AS207569
5.180.232.0/24 AS21859 # was AS9304
5.181.87.0/24 AS48678 # was AS62206
5.181.125.0/24 AS402257 # was AS9009
5.181.126.0/24 AS834 # was AS9009
5.181.135.0/24 AS834 # was AS202673
5.181.136.0/24 AS2856 # was unassigned
5.181.137.0/24 AS1273 # was unassigned
5.182.20.0/24 AS205489 # was AS834
5.182.28.0/22 AS2914 # was AS3257
5.182.60.0/24 AS206525 # was unassigned
5.182.84.0/23 AS207461 # was AS209242
5.182.109.0/24 AS402257 # was AS9009
5.182.114.0/24 AS7018 # was AS6079
5.182.116.0/24 AS12722 # was AS212667
5.182.129.0/24 AS57087 # was AS3292
5.182.184.0/24 AS212238 # was AS396356
5.182.251.0/24 AS209042 # was AS212201
5.183.56.0/22 AS200845 # was AS62235
5.183.116.0/22 AS6233 # was AS41717
5.183.120.0/22 AS6233 # was AS41717
5.192.24.0/21 AS8966 # was AS5384
5.192.48.0/20 AS8966 # was AS5384
5.195.22.0/24 AS8966 # was AS5384
5.195.62.0/23 AS8966 # was AS5384
5.195.68.0/23 AS8966 # was AS5384
5.195.72.0/24 AS8966 # was AS5384
5.195.90.0/24 AS5384 # was AS8966
5.195.114.0/23 AS8966 # was AS5384
5.195.116.0/24 AS8966 # was AS5384
5.195.122.0/23 AS8966 # was AS5384
5.195.162.0/24 AS5384 # was AS8966
5.195.163.0/24 AS8966 # was AS5384
5.195.164.0/23 AS8966 # was AS5384
5.195.168.0/23 AS8966 # was AS5384
5.195.171.0/24 AS8966 # was AS5384
5.195.176.0/24 AS8966 # was AS5384
5.195.192.0/24 AS8966 # was AS5384
5.195.197.0/24 AS8966 # was AS5384
5.195.209.0/24 AS8966 # was AS5384
5.195.216.0/24 AS5384 # was AS8966
5.195.221.0/24 AS8966 # was AS5384
5.195.234.0/24 AS5384 # was AS8966
5.199.2.0/24 AS834 # was AS213734
5.199.3.0/24 AS199649 # was AS834
5.199.10.0/24 AS151389 # was AS834
5.199.11.0/24 AS834 # was AS57043
5.199.18.0/24 AS834 # was AS9304
5.199.29.0/24 AS834 # was AS9304
5.199.31.0/24 AS834 # was AS214432
5.199.39.0/24 AS834 # was AS214025
5.199.51.0/24 AS834 # was AS9304
# 5.199.64.0/18 was AS834
5.222.0.0/16 AS24940 # was unassigned
# 5.226.190.0/24 was AS834
5.230.9.0/24 AS12586 # was AS209874
5.230.184.0/24 AS216416 # was AS197450
5.230.195.0/24 AS12586 # was AS201039
5.230.201.0/24 AS200051 # was AS215292
5.231.23.0/24 AS198596 # was AS209874
5.231.30.0/24 AS12586 # was AS19318
5.231.41.0/24 AS12586 # was AS19318
5.231.61.0/24 AS23470 # was AS214127
5.231.63.0/24 AS206479 # was AS12586
5.231.69.0/24 AS200029 # was AS12586
5.231.105.0/24 AS199514 # was AS49581
5.231.116.0/24 AS209874 # was AS12586
5.231.117.0/24 AS216416 # was AS12586
5.231.118.0/23 AS215365 # was AS12586
5.231.203.0/24 AS12586 # was AS209874
5.231.220.0/24 AS202905 # was AS12586
5.231.244.0/24 AS12586 # was AS203090
5.231.252.0/24 AS201039 # was AS12586
5.249.184.0/22 AS834 # was AS7018
5.252.37.0/24 AS56718 # was AS5413
5.252.38.0/23 AS56718 # was AS5413
5.252.116.0/24 AS50113 # was AS207569
5.252.131.0/24 AS49065 # was unassigned
5.252.202.0/24 AS20486 # was AS208926
5.253.16.0/22 AS6233 # was AS3214
5.253.39.0/24 AS214848 # was AS29802
# 5.253.56.0/23 was AS214238
# 5.253.58.0/24 was AS214238
5.253.66.0/24 AS201176 # was AS29066
